Time (s),Channel,Data
0.6751,prog_clk,0
0.6752,prog_clk,1
0.6753,prog_clk,0
0.67545,prog_clk,1
0.67555,prog_clk,0
0.67565,prog_clk,1
0.67575,prog_clk,0
0.67585,prog_clk,1
0.6759500000000001,prog_clk,0
0.67605,prog_clk,1
0.67615,prog_clk,0
0.67625,prog_clk,1
0.67635,prog_clk,0
0.67645,prog_clk,1
0.67655,prog_clk,0
0.67665,prog_clk,1
0.67675,prog_clk,0
0.67685,prog_clk,1
0.6769500000000001,prog_clk,0
0.67705,prog_clk,1
0.67715,prog_clk,0
0.67725,prog_clk,1
0.67735,prog_clk,0
0.67745,prog_clk,1
0.67755,prog_clk,0
0.67765,prog_clk,1
0.67775,prog_clk,0
0.67785,prog_clk,1
0.6779500000000001,prog_clk,0
0.67805,prog_clk,1
0.67815,prog_clk,0
0.67825,prog_clk,1
0.67835,prog_clk,0
0.67845,prog_clk,1
0.67855,prog_clk,0
0.67865,prog_clk,1
0.67875,prog_clk,0
0.67885,prog_clk,1
0.6789500000000001,prog_clk,0
0.67905,prog_clk,1
0.67915,prog_clk,0
0.67925,prog_clk,1
0.67935,prog_clk,0
0.67945,prog_clk,1
0.67955,prog_clk,0
0.67965,prog_clk,1
0.67975,prog_clk,0
0.67985,prog_clk,1
0.6799500000000001,prog_clk,0
0.68005,prog_clk,1
0.68015,prog_clk,0
0.68025,prog_clk,1
0.68035,prog_clk,0
0.68045,prog_clk,1
0.68055,prog_clk,0
0.68065,prog_clk,1
0.68075,prog_clk,0
0.68085,prog_clk,1
0.6809500000000001,prog_clk,0
0.68105,prog_clk,1
0.68115,prog_clk,0
0.68125,prog_clk,1
0.68135,prog_clk,0
0.68145,prog_clk,1
0.68155,prog_clk,0
0.68165,prog_clk,1
0.68175,prog_clk,0
0.68185,prog_clk,1
0.6819499999999999,prog_clk,0
0.68205,prog_clk,1
0.68215,prog_clk,0
0.68225,prog_clk,1
0.68235,prog_clk,0
0.68245,prog_clk,1
0.68255,prog_clk,0
0.68265,prog_clk,1
0.68275,prog_clk,0
0.68285,prog_clk,1
0.6829499999999999,prog_clk,0
0.68305,prog_clk,1
0.68315,prog_clk,0
0.68325,prog_clk,1
0.68335,prog_clk,0
0.68345,prog_clk,1
0.68355,prog_clk,0
0.68365,prog_clk,1
0.68375,prog_clk,0
0.68385,prog_clk,1
0.6839499999999999,prog_clk,0
0.68405,prog_clk,1
0.68415,prog_clk,0
0.68425,prog_clk,1
0.68435,prog_clk,0
0.68445,prog_clk,1
0.68455,prog_clk,0
0.68465,prog_clk,1
0.68475,prog_clk,0
0.68485,prog_clk,1
0.6849499999999999,prog_clk,0
0.68505,prog_clk,1
0.68515,prog_clk,0
0.68525,prog_clk,1
0.68535,prog_clk,0
0.68545,prog_clk,1
0.68555,prog_clk,0
0.6857,prog_clk,1
0.6858,prog_clk,0
0.6859,prog_clk,1
0.6860000000000001,prog_clk,0
0.6861,prog_clk,1
0.6862,prog_clk,0
0.6863,prog_clk,1
0.6864,prog_clk,0
0.6865,prog_clk,1
0.6866,prog_clk,0
0.6867,prog_clk,1
0.6868,prog_clk,0
0.6869,prog_clk,1
0.6870000000000001,prog_clk,0
0.6871,prog_clk,1
0.6872,prog_clk,0
0.6873,prog_clk,1
0.6874,prog_clk,0
0.6875,prog_clk,1
0.6876,prog_clk,0
0.6877,prog_clk,1
0.6878,prog_clk,0
0.6879,prog_clk,1
0.6879999999999999,prog_clk,0
0.6881,prog_clk,1
0.6882,prog_clk,0
0.6883,prog_clk,1
0.6884,prog_clk,0
0.6885,prog_clk,1
0.6886,prog_clk,0
0.6887,prog_clk,1
0.6888,prog_clk,0
0.6889,prog_clk,1
0.6889999999999999,prog_clk,0
0.6891,prog_clk,1
0.6892,prog_clk,0
0.6893,prog_clk,1
0.6894,prog_clk,0
0.6895,prog_clk,1
0.6896,prog_clk,0
0.6897,prog_clk,1
0.6898,prog_clk,0
0.6899,prog_clk,1
0.6899999999999999,prog_clk,0
0.6901,prog_clk,1
0.6902,prog_clk,0
0.6903,prog_clk,1
0.6904,prog_clk,0
0.6905,prog_clk,1
0.6906,prog_clk,0
0.6907,prog_clk,1
0.6908,prog_clk,0
0.6909,prog_clk,1
0.6909999999999999,prog_clk,0
0.6911,prog_clk,1
0.6912,prog_clk,0
0.6913,prog_clk,1
0.6914,prog_clk,0
0.6915,prog_clk,1
0.6916,prog_clk,0
0.6917,prog_clk,1
0.6918,prog_clk,0
0.6919,prog_clk,1
0.6919999999999999,prog_clk,0
0.6921,prog_clk,1
0.6922,prog_clk,0
0.6923,prog_clk,1
0.6924,prog_clk,0
0.6925,prog_clk,1
0.6926,prog_clk,0
0.6927,prog_clk,1
0.6928,prog_clk,0
0.6929,prog_clk,1
0.6929999999999999,prog_clk,0
0.6931,prog_clk,1
0.6932,prog_clk,0
0.6933,prog_clk,1
0.6934,prog_clk,0
0.6935,prog_clk,1
0.6936,prog_clk,0
0.6937,prog_clk,1
0.6938,prog_clk,0
0.6939,prog_clk,1
0.694,prog_clk,0
0.6941000000000001,prog_clk,1
0.6942,prog_clk,0
0.6943,prog_clk,1
0.6944,prog_clk,0
0.6945,prog_clk,1
0.6946,prog_clk,0
0.6947,prog_clk,1
0.6948,prog_clk,0
0.6949,prog_clk,1
0.695,prog_clk,0
0.6951000000000001,prog_clk,1
0.6952,prog_clk,0
0.6953,prog_clk,1
0.6954,prog_clk,0
0.6955,prog_clk,1
0.6956,prog_clk,0
0.6957,prog_clk,1
0.6958,prog_clk,0
0.69595,prog_clk,1
0.6960499999999999,prog_clk,0
0.69615,prog_clk,1
0.69625,prog_clk,0
0.69635,prog_clk,1
0.69645,prog_clk,0
0.69655,prog_clk,1
0.69665,prog_clk,0
0.69675,prog_clk,1
0.69685,prog_clk,0
0.69695,prog_clk,1
0.6970499999999999,prog_clk,0
0.69715,prog_clk,1
0.69725,prog_clk,0
0.69735,prog_clk,1
0.69745,prog_clk,0
0.69755,prog_clk,1
0.69765,prog_clk,0
0.69775,prog_clk,1
0.69785,prog_clk,0
0.69795,prog_clk,1
0.6980499999999999,prog_clk,0
0.69815,prog_clk,1
0.69825,prog_clk,0
0.69835,prog_clk,1
0.69845,prog_clk,0
0.69855,prog_clk,1
0.69865,prog_clk,0
0.69875,prog_clk,1
0.69885,prog_clk,0
0.69895,prog_clk,1
0.6990499999999999,prog_clk,0
0.69915,prog_clk,1
0.69925,prog_clk,0
0.69935,prog_clk,1
0.69945,prog_clk,0
0.69955,prog_clk,1
0.69965,prog_clk,0
0.69975,prog_clk,1
0.69985,prog_clk,0
0.69995,prog_clk,1
0.70005,prog_clk,0
0.7001500000000001,prog_clk,1
0.70025,prog_clk,0
0.70035,prog_clk,1
0.70045,prog_clk,0
0.70055,prog_clk,1
0.70065,prog_clk,0
0.70075,prog_clk,1
0.70085,prog_clk,0
0.70095,prog_clk,1
0.70105,prog_clk,0
0.7011500000000001,prog_clk,1
0.70125,prog_clk,0
0.70135,prog_clk,1
0.70145,prog_clk,0
0.70155,prog_clk,1
0.70165,prog_clk,0
0.70175,prog_clk,1
0.70185,prog_clk,0
0.70195,prog_clk,1
0.70205,prog_clk,0
0.7021500000000001,prog_clk,1
0.70225,prog_clk,0
0.70235,prog_clk,1
0.70245,prog_clk,0
0.70255,prog_clk,1
0.70265,prog_clk,0
0.70275,prog_clk,1
0.70285,prog_clk,0
0.70295,prog_clk,1
0.70305,prog_clk,0
0.7031500000000001,prog_clk,1
0.70325,prog_clk,0
0.70335,prog_clk,1
0.70345,prog_clk,0
0.70355,prog_clk,1
0.70365,prog_clk,0
0.70375,prog_clk,1
0.70385,prog_clk,0
0.70395,prog_clk,1
0.70405,prog_clk,0
0.7041500000000001,prog_clk,1
0.70425,prog_clk,0
0.70435,prog_clk,1
0.70445,prog_clk,0
0.70455,prog_clk,1
0.70465,prog_clk,0
0.70475,prog_clk,1
0.70485,prog_clk,0
0.70495,prog_clk,1
0.70505,prog_clk,0
0.7051500000000001,prog_clk,1
0.70525,prog_clk,0
0.70535,prog_clk,1
0.70545,prog_clk,0
0.70555,prog_clk,1
0.70565,prog_clk,0
0.70575,prog_clk,1
0.70585,prog_clk,0
0.70595,prog_clk,1
0.70605,prog_clk,0
0.7062,prog_clk,1
0.7063,prog_clk,0
0.7064,prog_clk,1
0.7065,prog_clk,0
0.7066,prog_clk,1
0.7067,prog_clk,0
0.7068,prog_clk,1
0.7069,prog_clk,0
0.707,prog_clk,1
0.7071,prog_clk,0
0.7072000000000001,prog_clk,1
0.7073,prog_clk,0
0.7074,prog_clk,1
0.7075,prog_clk,0
0.7076,prog_clk,1
0.7077,prog_clk,0
0.7078,prog_clk,1
0.7079,prog_clk,0
0.708,prog_clk,1
0.7081,prog_clk,0
0.7082000000000001,prog_clk,1
0.7083,prog_clk,0
0.7084,prog_clk,1
0.7085,prog_clk,0
0.7086,prog_clk,1
0.7087,prog_clk,0
0.7088,prog_clk,1
0.7089,prog_clk,0
0.709,prog_clk,1
0.7091,prog_clk,0
0.7092000000000001,prog_clk,1
0.7093,prog_clk,0
0.7094,prog_clk,1
0.7095,prog_clk,0
0.7096,prog_clk,1
0.7097,prog_clk,0
0.7098,prog_clk,1
0.7099,prog_clk,0
0.71,prog_clk,1
0.7101,prog_clk,0
0.7102000000000001,prog_clk,1
0.7103,prog_clk,0
0.7104,prog_clk,1
0.7105,prog_clk,0
0.7106,prog_clk,1
0.7107,prog_clk,0
0.7108,prog_clk,1
0.7109,prog_clk,0
0.711,prog_clk,1
0.7111,prog_clk,0
0.7112000000000001,prog_clk,1
0.7113,prog_clk,0
0.7114,prog_clk,1
0.7115,prog_clk,0
0.7116,prog_clk,1
0.7117,prog_clk,0
0.7118,prog_clk,1
0.7119,prog_clk,0
0.712,prog_clk,1
0.7121,prog_clk,0
0.7122000000000001,prog_clk,1
0.7123,prog_clk,0
0.7124,prog_clk,1
0.7125,prog_clk,0
0.7126,prog_clk,1
0.7127,prog_clk,0
0.7128,prog_clk,1
0.7129,prog_clk,0
0.713,prog_clk,1
0.7131,prog_clk,0
0.7131999999999999,prog_clk,1
0.7133,prog_clk,0
0.7134,prog_clk,1
0.7135,prog_clk,0
0.7136,prog_clk,1
0.7137,prog_clk,0
0.7138,prog_clk,1
0.7139,prog_clk,0
0.714,prog_clk,1
0.7141,prog_clk,0
0.7141999999999999,prog_clk,1
0.7143,prog_clk,0
0.7144,prog_clk,1
0.7145,prog_clk,0
0.7146,prog_clk,1
0.7147,prog_clk,0
0.7148,prog_clk,1
0.7149,prog_clk,0
0.715,prog_clk,1
0.7151,prog_clk,0
0.7151999999999999,prog_clk,1
0.7153,prog_clk,0
0.7154,prog_clk,1
0.7155,prog_clk,0
0.7156,prog_clk,1
0.7157,prog_clk,0
0.7158,prog_clk,1
0.7159,prog_clk,0
0.716,prog_clk,1
0.7161,prog_clk,0
0.7161999999999999,prog_clk,1
0.7163,prog_clk,0
0.71645,prog_clk,1
0.71655,prog_clk,0
0.71665,prog_clk,1
0.71675,prog_clk,0
0.71685,prog_clk,1
0.71695,prog_clk,0
0.71705,prog_clk,1
0.71715,prog_clk,0
0.7172500000000001,prog_clk,1
0.71735,prog_clk,0
0.71745,prog_clk,1
0.71755,prog_clk,0
0.71765,prog_clk,1
0.71775,prog_clk,0
0.71785,prog_clk,1
0.71795,prog_clk,0
0.71805,prog_clk,1
0.71815,prog_clk,0
0.7182500000000001,prog_clk,1
0.71835,prog_clk,0
0.71845,prog_clk,1
0.71855,prog_clk,0
0.71865,prog_clk,1
0.71875,prog_clk,0
0.71885,prog_clk,1
0.71895,prog_clk,0
0.71905,prog_clk,1
0.71915,prog_clk,0
0.7192499999999999,prog_clk,1
0.71935,prog_clk,0
0.71945,prog_clk,1
0.71955,prog_clk,0
0.71965,prog_clk,1
0.71975,prog_clk,0
0.71985,prog_clk,1
0.71995,prog_clk,0
0.72005,prog_clk,1
0.72015,prog_clk,0
0.7202499999999999,prog_clk,1
0.72035,prog_clk,0
0.72045,prog_clk,1
0.72055,prog_clk,0
0.72065,prog_clk,1
0.72075,prog_clk,0
0.72085,prog_clk,1
0.72095,prog_clk,0
0.72105,prog_clk,1
0.72115,prog_clk,0
0.7212499999999999,prog_clk,1
0.72135,prog_clk,0
0.72145,prog_clk,1
0.72155,prog_clk,0
0.72165,prog_clk,1
0.72175,prog_clk,0
0.72185,prog_clk,1
0.72195,prog_clk,0
0.72205,prog_clk,1
0.72215,prog_clk,0
0.7222499999999999,prog_clk,1
0.72235,prog_clk,0
0.72245,prog_clk,1
0.72255,prog_clk,0
0.72265,prog_clk,1
0.72275,prog_clk,0
0.72285,prog_clk,1
0.72295,prog_clk,0
0.72305,prog_clk,1
0.72315,prog_clk,0
0.7232499999999999,prog_clk,1
0.72335,prog_clk,0
0.72345,prog_clk,1
0.72355,prog_clk,0
0.72365,prog_clk,1
0.72375,prog_clk,0
0.72385,prog_clk,1
0.72395,prog_clk,0
0.72405,prog_clk,1
0.72415,prog_clk,0
0.7242499999999999,prog_clk,1
0.72435,prog_clk,0
0.72445,prog_clk,1
0.72455,prog_clk,0
0.72465,prog_clk,1
0.72475,prog_clk,0
0.72485,prog_clk,1
0.72495,prog_clk,0
0.72505,prog_clk,1
0.72515,prog_clk,0
0.72525,prog_clk,1
0.7253500000000001,prog_clk,0
0.72545,prog_clk,1
0.72555,prog_clk,0
0.72565,prog_clk,1
0.72575,prog_clk,0
0.72585,prog_clk,1
0.72595,prog_clk,0
0.72605,prog_clk,1
0.72615,prog_clk,0
0.72625,prog_clk,1
0.7263500000000001,prog_clk,0
0.7265,prog_clk,1
0.72655,prog_clk,0
0.7267,prog_clk,1
0.7268,prog_clk,0
0.7269,prog_clk,1
0.727,prog_clk,0
0.7271,prog_clk,1
0.7272,prog_clk,0
0.7272999999999999,prog_clk,1
0.7274,prog_clk,0
0.7275,prog_clk,1
0.7276,prog_clk,0
0.7277,prog_clk,1
0.7278,prog_clk,0
0.7279,prog_clk,1
0.728,prog_clk,0
0.7281,prog_clk,1
0.7282,prog_clk,0
0.7282999999999999,prog_clk,1
0.7284,prog_clk,0
0.7285,prog_clk,1
0.7286,prog_clk,0
0.7287,prog_clk,1
0.7288,prog_clk,0
0.7289,prog_clk,1
0.729,prog_clk,0
0.7291,prog_clk,1
0.7292,prog_clk,0
0.7292999999999999,prog_clk,1
0.7294,prog_clk,0
0.7295,prog_clk,1
0.7296,prog_clk,0
0.7297,prog_clk,1
0.7298,prog_clk,0
0.7299,prog_clk,1
0.73,prog_clk,0
0.7301,prog_clk,1
0.7302,prog_clk,0
0.7302999999999999,prog_clk,1
0.7304,prog_clk,0
0.7305,prog_clk,1
0.7306,prog_clk,0
0.7307,prog_clk,1
0.7308,prog_clk,0
0.7309,prog_clk,1
0.731,prog_clk,0
0.7311,prog_clk,1
0.7312,prog_clk,0
0.7313,prog_clk,1
0.7314000000000001,prog_clk,0
0.7315,prog_clk,1
0.7316,prog_clk,0
0.7317,prog_clk,1
0.7318,prog_clk,0
0.7319,prog_clk,1
0.732,prog_clk,0
0.7321,prog_clk,1
0.7322,prog_clk,0
0.7323,prog_clk,1
0.7324000000000001,prog_clk,0
0.7325,prog_clk,1
0.7326,prog_clk,0
0.7327,prog_clk,1
0.7328,prog_clk,0
0.7329,prog_clk,1
0.733,prog_clk,0
0.7331,prog_clk,1
0.7332,prog_clk,0
0.7333,prog_clk,1
0.7334000000000001,prog_clk,0
0.7335,prog_clk,1
0.7336,prog_clk,0
0.7337,prog_clk,1
0.7338,prog_clk,0
0.7339,prog_clk,1
0.734,prog_clk,0
0.7341,prog_clk,1
0.7342,prog_clk,0
0.7343,prog_clk,1
0.7344000000000001,prog_clk,0
0.7345,prog_clk,1
0.7346,prog_clk,0
0.7347,prog_clk,1
0.7348,prog_clk,0
0.7349,prog_clk,1
0.735,prog_clk,0
0.7351,prog_clk,1
0.7352,prog_clk,0
0.7353,prog_clk,1
0.7354000000000001,prog_clk,0
0.7355,prog_clk,1
0.7356,prog_clk,0
0.7357,prog_clk,1
0.7358,prog_clk,0
0.7359,prog_clk,1
0.736,prog_clk,0
0.7361,prog_clk,1
0.7362,prog_clk,0
0.7363,prog_clk,1
0.7364000000000001,prog_clk,0
0.7365,prog_clk,1
0.7366,prog_clk,0
0.73675,prog_clk,1
0.73685,prog_clk,0
0.73695,prog_clk,1
0.73705,prog_clk,0
0.73715,prog_clk,1
0.73725,prog_clk,0
0.7373499999999999,prog_clk,1
0.73745,prog_clk,0
0.73755,prog_clk,1
0.73765,prog_clk,0
0.73775,prog_clk,1
0.73785,prog_clk,0
0.73795,prog_clk,1
0.73805,prog_clk,0
0.73815,prog_clk,1
0.73825,prog_clk,0
0.73835,prog_clk,1
0.7384500000000001,prog_clk,0
0.73855,prog_clk,1
0.73865,prog_clk,0
0.73875,prog_clk,1
0.73885,prog_clk,0
0.73895,prog_clk,1
0.73905,prog_clk,0
0.73915,prog_clk,1
0.73925,prog_clk,0
0.73935,prog_clk,1
0.7394500000000001,prog_clk,0
0.73955,prog_clk,1
0.73965,prog_clk,0
0.73975,prog_clk,1
0.73985,prog_clk,0
0.73995,prog_clk,1
0.74005,prog_clk,0
0.74015,prog_clk,1
0.74025,prog_clk,0
0.74035,prog_clk,1
0.7404500000000001,prog_clk,0
0.74055,prog_clk,1
0.74065,prog_clk,0
0.74075,prog_clk,1
0.74085,prog_clk,0
0.74095,prog_clk,1
0.74105,prog_clk,0
0.74115,prog_clk,1
0.74125,prog_clk,0
0.74135,prog_clk,1
0.7414500000000001,prog_clk,0
0.74155,prog_clk,1
0.74165,prog_clk,0
0.74175,prog_clk,1
0.74185,prog_clk,0
0.74195,prog_clk,1
0.74205,prog_clk,0
0.74215,prog_clk,1
0.74225,prog_clk,0
0.74235,prog_clk,1
0.7424500000000001,prog_clk,0
0.74255,prog_clk,1
0.74265,prog_clk,0
0.74275,prog_clk,1
0.74285,prog_clk,0
0.74295,prog_clk,1
0.74305,prog_clk,0
0.74315,prog_clk,1
0.74325,prog_clk,0
0.74335,prog_clk,1
0.7434500000000001,prog_clk,0
0.74355,prog_clk,1
0.74365,prog_clk,0
0.74375,prog_clk,1
0.74385,prog_clk,0
0.74395,prog_clk,1
0.74405,prog_clk,0
0.74415,prog_clk,1
0.74425,prog_clk,0
0.74435,prog_clk,1
0.7444499999999999,prog_clk,0
0.74455,prog_clk,1
0.74465,prog_clk,0
0.74475,prog_clk,1
0.74485,prog_clk,0
0.74495,prog_clk,1
0.74505,prog_clk,0
0.74515,prog_clk,1
0.74525,prog_clk,0
0.74535,prog_clk,1
0.7454499999999999,prog_clk,0
0.74555,prog_clk,1
0.74565,prog_clk,0
0.74575,prog_clk,1
0.74585,prog_clk,0
0.74595,prog_clk,1
0.74605,prog_clk,0
0.74615,prog_clk,1
0.74625,prog_clk,0
0.74635,prog_clk,1
0.7464499999999999,prog_clk,0
0.74655,prog_clk,1
0.74665,prog_clk,0
0.74675,prog_clk,1
0.74685,prog_clk,0
0.747,prog_clk,1
0.7471,prog_clk,0
0.7472,prog_clk,1
0.7473,prog_clk,0
0.7474,prog_clk,1
0.7475000000000001,prog_clk,0
0.7476,prog_clk,1
0.7477,prog_clk,0
0.7478,prog_clk,1
0.7479,prog_clk,0
0.748,prog_clk,1
0.7481,prog_clk,0
0.7482,prog_clk,1
0.7483,prog_clk,0
0.7484,prog_clk,1
0.7485000000000001,prog_clk,0
0.7486,prog_clk,1
0.7487,prog_clk,0
0.7488,prog_clk,1
0.7489,prog_clk,0
0.749,prog_clk,1
0.7491,prog_clk,0
0.7492,prog_clk,1
0.7493,prog_clk,0
0.7494,prog_clk,1
0.7495000000000001,prog_clk,0
0.7496,prog_clk,1
0.7497,prog_clk,0
0.7498,prog_clk,1
0.7499,prog_clk,0
0.75,prog_clk,1
0.7501,prog_clk,0
0.7502,prog_clk,1
0.7503,prog_clk,0
0.7504,prog_clk,1
0.7504999999999999,prog_clk,0
0.7506,prog_clk,1
0.7507,prog_clk,0
0.7508,prog_clk,1
0.7509,prog_clk,0
0.751,prog_clk,1
0.7511,prog_clk,0
0.7512,prog_clk,1
0.7513,prog_clk,0
0.7514,prog_clk,1
0.7514999999999999,prog_clk,0
0.7516,prog_clk,1
0.7517,prog_clk,0
0.7518,prog_clk,1
0.7519,prog_clk,0
0.752,prog_clk,1
0.7521,prog_clk,0
0.7522,prog_clk,1
0.7523,prog_clk,0
0.7524,prog_clk,1
0.7524999999999999,prog_clk,0
0.7526,prog_clk,1
0.7527,prog_clk,0
0.7528,prog_clk,1
0.7529,prog_clk,0
0.753,prog_clk,1
0.7531,prog_clk,0
0.7532,prog_clk,1
0.7533,prog_clk,0
0.7534,prog_clk,1
0.7534999999999999,prog_clk,0
0.7536,prog_clk,1
0.7537,prog_clk,0
0.7538,prog_clk,1
0.7539,prog_clk,0
0.754,prog_clk,1
0.7541,prog_clk,0
0.7542,prog_clk,1
0.7543,prog_clk,0
0.7544,prog_clk,1
0.7544999999999999,prog_clk,0
0.7546,prog_clk,1
0.7547,prog_clk,0
0.7548,prog_clk,1
0.7549,prog_clk,0
0.755,prog_clk,1
0.7551,prog_clk,0
0.7552,prog_clk,1
0.7553,prog_clk,0
0.7554,prog_clk,1
0.7554999999999999,prog_clk,0
0.7556,prog_clk,1
0.7557,prog_clk,0
0.7558,prog_clk,1
0.7559,prog_clk,0
0.756,prog_clk,1
0.7561,prog_clk,0
0.7562,prog_clk,1
0.7563,prog_clk,0
0.7564,prog_clk,1
0.7565,prog_clk,0
0.7566000000000001,prog_clk,1
0.7567,prog_clk,0
0.7568,prog_clk,1
0.7569,prog_clk,0
0.757,prog_clk,1
0.7571,prog_clk,0
0.75725,prog_clk,1
0.75735,prog_clk,0
0.75745,prog_clk,1
0.7575499999999999,prog_clk,0
0.75765,prog_clk,1
0.75775,prog_clk,0
0.75785,prog_clk,1
0.75795,prog_clk,0
0.75805,prog_clk,1
0.75815,prog_clk,0
0.75825,prog_clk,1
0.75835,prog_clk,0
0.75845,prog_clk,1
0.7585499999999999,prog_clk,0
0.75865,prog_clk,1
0.75875,prog_clk,0
0.75885,prog_clk,1
0.75895,prog_clk,0
0.75905,prog_clk,1
0.75915,prog_clk,0
0.75925,prog_clk,1
0.75935,prog_clk,0
0.75945,prog_clk,1
0.7595499999999999,prog_clk,0
0.75965,prog_clk,1
0.75975,prog_clk,0
0.75985,prog_clk,1
0.75995,prog_clk,0
0.76005,prog_clk,1
0.76015,prog_clk,0
0.76025,prog_clk,1
0.76035,prog_clk,0
0.76045,prog_clk,1
0.7605499999999999,prog_clk,0
0.76065,prog_clk,1
0.76075,prog_clk,0
0.76085,prog_clk,1
0.76095,prog_clk,0
0.76105,prog_clk,1
0.76115,prog_clk,0
0.76125,prog_clk,1
0.76135,prog_clk,0
0.76145,prog_clk,1
0.7615499999999999,prog_clk,0
0.76165,prog_clk,1
0.76175,prog_clk,0
0.76185,prog_clk,1
0.76195,prog_clk,0
0.76205,prog_clk,1
0.76215,prog_clk,0
0.76225,prog_clk,1
0.76235,prog_clk,0
0.76245,prog_clk,1
0.76255,prog_clk,0
0.7626500000000001,prog_clk,1
0.76275,prog_clk,0
0.76285,prog_clk,1
0.76295,prog_clk,0
0.76305,prog_clk,1
0.76315,prog_clk,0
0.76325,prog_clk,1
0.76335,prog_clk,0
0.76345,prog_clk,1
0.76355,prog_clk,0
0.7636500000000001,prog_clk,1
0.76375,prog_clk,0
0.76385,prog_clk,1
0.76395,prog_clk,0
0.76405,prog_clk,1
0.76415,prog_clk,0
0.76425,prog_clk,1
0.76435,prog_clk,0
0.76445,prog_clk,1
0.76455,prog_clk,0
0.7646500000000001,prog_clk,1
0.76475,prog_clk,0
0.76485,prog_clk,1
0.76495,prog_clk,0
0.76505,prog_clk,1
0.76515,prog_clk,0
0.76525,prog_clk,1
0.76535,prog_clk,0
0.76545,prog_clk,1
0.76555,prog_clk,0
0.7656500000000001,prog_clk,1
0.76575,prog_clk,0
0.76585,prog_clk,1
0.76595,prog_clk,0
0.76605,prog_clk,1
0.76615,prog_clk,0
0.76625,prog_clk,1
0.76635,prog_clk,0
0.76645,prog_clk,1
0.76655,prog_clk,0
0.7666500000000001,prog_clk,1
0.76675,prog_clk,0
0.76685,prog_clk,1
0.76695,prog_clk,0
0.76705,prog_clk,1
0.76715,prog_clk,0
0.76725,prog_clk,1
0.76735,prog_clk,0
0.7675,prog_clk,1
0.7675999999999999,prog_clk,0
0.7677,prog_clk,1
0.7678,prog_clk,0
0.7679,prog_clk,1
0.768,prog_clk,0
0.7681,prog_clk,1
0.7682,prog_clk,0
0.7683,prog_clk,1
0.7684,prog_clk,0
0.7685,prog_clk,1
0.7685999999999999,prog_clk,0
0.7687,prog_clk,1
0.7688,prog_clk,0
0.7689,prog_clk,1
0.769,prog_clk,0
0.7691,prog_clk,1
0.7692,prog_clk,0
0.7693,prog_clk,1
0.7694,prog_clk,0
0.7695,prog_clk,1
0.7696,prog_clk,0
0.7697000000000001,prog_clk,1
0.7698,prog_clk,0
0.7699,prog_clk,1
0.77,prog_clk,0
0.7701,prog_clk,1
0.7702,prog_clk,0
0.7703,prog_clk,1
0.7704,prog_clk,0
0.7705,prog_clk,1
0.7706,prog_clk,0
0.7707000000000001,prog_clk,1
0.7708,prog_clk,0
0.7709,prog_clk,1
0.771,prog_clk,0
0.7711,prog_clk,1
0.7712,prog_clk,0
0.7713,prog_clk,1
0.7714,prog_clk,0
0.7715,prog_clk,1
0.7716,prog_clk,0
0.7717000000000001,prog_clk,1
0.7718,prog_clk,0
0.7719,prog_clk,1
0.772,prog_clk,0
0.7721,prog_clk,1
0.7722,prog_clk,0
0.7723,prog_clk,1
0.7724,prog_clk,0
0.7725,prog_clk,1
0.7726,prog_clk,0
0.7727000000000001,prog_clk,1
0.7728,prog_clk,0
0.7729,prog_clk,1
0.773,prog_clk,0
0.7731,prog_clk,1
0.7732,prog_clk,0
0.7733,prog_clk,1
0.7734,prog_clk,0
0.7735,prog_clk,1
0.7736,prog_clk,0
0.7737000000000001,prog_clk,1
0.7738,prog_clk,0
0.7739,prog_clk,1
0.774,prog_clk,0
0.7741,prog_clk,1
0.7742,prog_clk,0
0.7743,prog_clk,1
0.7744,prog_clk,0
0.7745,prog_clk,1
0.7746,prog_clk,0
0.7747000000000001,prog_clk,1
0.7748,prog_clk,0
0.7749,prog_clk,1
0.775,prog_clk,0
0.7751,prog_clk,1
0.7752,prog_clk,0
0.7753,prog_clk,1
0.7754,prog_clk,0
0.7755,prog_clk,1
0.7756,prog_clk,0
0.7756999999999999,prog_clk,1
0.7758,prog_clk,0
0.7759,prog_clk,1
0.776,prog_clk,0
0.7761,prog_clk,1
0.7762,prog_clk,0
0.7763,prog_clk,1
0.7764,prog_clk,0
0.7765,prog_clk,1
0.7766,prog_clk,0
0.7766999999999999,prog_clk,1
0.7768,prog_clk,0
0.7769,prog_clk,1
0.777,prog_clk,0
0.7771,prog_clk,1
0.7772,prog_clk,0
0.7773,prog_clk,1
0.7774,prog_clk,0
0.7775,prog_clk,1
0.7776,prog_clk,0
0.7777500000000001,prog_clk,1
0.77785,prog_clk,0
0.77795,prog_clk,1
0.77805,prog_clk,0
0.77815,prog_clk,1
0.77825,prog_clk,0
0.77835,prog_clk,1
0.77845,prog_clk,0
0.77855,prog_clk,1
0.77865,prog_clk,0
0.7787500000000001,prog_clk,1
0.77885,prog_clk,0
0.77895,prog_clk,1
0.77905,prog_clk,0
0.77915,prog_clk,1
0.77925,prog_clk,0
0.77935,prog_clk,1
0.77945,prog_clk,0
0.77955,prog_clk,1
0.77965,prog_clk,0
0.7797500000000001,prog_clk,1
0.77985,prog_clk,0
0.77995,prog_clk,1
0.78005,prog_clk,0
0.78015,prog_clk,1
0.78025,prog_clk,0
